year,franchID,Last Year Rank,Last Year Playoff,Last Year W%,Last Year l%,Last Year Points,Last Year GF,Last Year GA,Last Year PIM,EGF,EPPG,EPIM,NewCoach,NumGoalies,EGA,NumPicks,HighPick,Playoff
1991,BOS,1,1,0.3,0.55,100,270,275,1694,299,74,1661,1,4,261,1,18,1
1984,BUF,2,1,0.3125,0.6,103,290,237,1190,314,71,1176,0,3,255,1,18,1
1992,NJD,4,1,0.3875,0.475,87,308,299,1611,287,58,1584,1,2,257,1,18,1
2011,CHI,3,1,0.353658537,0.536585366,97,248,238,742,243,63,690,1,2,210,2,18,1
1986,COL,1,1,0.3875,0.5375,92,267,276,1847,325,98,1777,1,3,286,1,18,1
1985,PHO,2,1,0.3375,0.5375,96,295,372,1540,358,75,1532,1,4,326,1,18,1
1995,NJD,2,1,0.375,0.458333333,52,215,202,787,136,22,773,0,3,120,1,18,0
2006,COL,2,1,0.365853659,0.524390244,95,272,251,1178,273,88,1068,0,2,244,1,18,0
2000,PIT,3,1,0.37804878,0.451219512,88,281,256,1221,224,50,1159,0,4,229,1,18,1
2002,LAK,3,1,0.329268293,0.487804878,95,203,221,1348,209,73,1307,0,3,185,1,18,0
1996,MTL,3,1,0.390243902,0.487804878,90,249,276,1847,265,77,1805,1,4,242,1,18,1
1989,WAS,1,1,0.3625,0.5125,92,284,275,1836,286,91,1804,1,5,257,1,19,1
1988,EDM,2,1,0.3125,0.55,99,325,306,2173,353,87,2097,0,2,283,1,19,1
2003,ANA,2,1,0.329268293,0.487804878,95,184,213,954,191,52,781,1,3,184,2,19,0
2009,NYR,4,1,0.365853659,0.524390244,95,222,218,1199,175,40,1092,0,5,207,1,19,0
1982,MTL,1,1,0.2125,0.575,109,350,286,1463,360,72,1457,0,3,222,1,19,1
1983,EDM,1,1,0.2625,0.5875,106,446,314,1771,422,86,1721,0,2,309,1,19,1
1994,CAL,1,1,0.345238095,0.5,97,163,135,1847,298,87,1778,1,4,251,1,19,1
1987,CAL,2,1,0.3875,0.575,95,397,305,2036,315,80,1849,0,3,282,1,19,1
1997,NYR,4,1,0.414634146,0.463414634,86,197,231,1481,248,63,1335,1,3,220,1,19,0
2001,BOS,4,0,0.365853659,0.43902439,88,236,201,1325,210,57,1170,0,3,241,1,19,1
2008,PHI,4,1,0.353658537,0.512195122,95,264,238,1471,231,84,1289,0,2,222,1,19,1
1984,BOS,1,1,0.3125,0.6125,104,303,287,1606,328,81,1521,1,4,258,1,19,1
2007,ANA,1,1,0.243902439,0.585365854,110,205,191,1457,253,89,1427,0,3,195,1,19,1
1991,CAL,2,1,0.325,0.575,100,296,305,2201,343,91,2169,1,5,261,1,19,0
1990,PHO,3,1,0.4,0.4625,85,260,288,1639,298,65,1617,1,3,278,1,19,0
1992,PIT,3,1,0.4,0.4875,87,367,268,1907,338,92,1875,1,2,300,1,19,1
1985,WAS,2,1,0.3125,0.575,101,315,272,1161,319,78,1078,0,4,233,1,19,1
1986,WAS,2,1,0.2875,0.625,107,285,278,1418,299,77,1356,0,3,265,1,19,1
2002,PHO,2,1,0.329268293,0.487804878,95,204,230,1154,227,53,1114,0,5,204,2,19,0
1995,CHI,3,1,0.395833333,0.5,53,273,220,1123,151,51,1012,0,3,111,1,19,1
2000,PHO,3,1,0.37804878,0.475609756,90,214,212,940,232,37,926,0,2,220,1,19,0
2006,ANA,3,1,0.329268293,0.524390244,98,258,208,1459,237,85,1361,0,4,216,1,19,1
1988,MTL,1,1,0.275,0.5625,103,315,218,1830,284,61,1836,0,3,237,1,20,1
2009,NJD,1,1,0.329268293,0.62195122,106,222,191,1058,227,56,935,0,2,199,1,20,1
2010,PIT,2,1,0.341463415,0.573170732,101,238,199,1195,224,44,1048,0,2,225,1,20,1
1989,NYR,3,1,0.4375,0.4625,82,279,267,1891,301,80,1752,0,3,299,1,20,1
2003,MIN,3,1,0.353658537,0.512195122,95,188,183,1063,193,52,1019,0,2,177,1,20,0
1980,BUF,1,1,0.2125,0.5875,110,327,250,967,308,67,906,1,2,199,1,20,1
1981,STL,1,1,0.225,0.5625,107,315,349,1657,344,82,1605,1,5,279,1,20,1
1982,EDM,1,1,0.2125,0.6,111,424,315,1473,387,78,1381,0,4,289,1,20,1
1987,PHI,1,1,0.325,0.575,100,292,292,2082,310,68,2068,1,3,240,1,20,1
1993,VAN,1,1,0.345238095,0.547619048,101,279,276,2326,338,78,2276,0,2,278,1,20,1
2001,SJS,2,1,0.329268293,0.487804878,95,248,199,1364,212,56,1270,1,3,187,1,20,1
1994,DAL,3,1,0.345238095,0.5,97,136,135,1919,264,80,1805,0,4,258,1,20,1
1997,FLO,3,1,0.341463415,0.426829268,89,203,256,1628,221,50,1603,1,4,194,1,20,0
2008,NYR,3,1,0.329268293,0.512195122,97,210,218,1154,191,58,1120,1,2,185,1,20,1
1999,BUF,4,1,0.341463415,0.451219512,91,213,204,1561,205,49,1545,0,3,171,1,20,1
1984,NYI,1,1,0.325,0.625,104,345,312,1157,351,63,1139,0,3,268,1,20,1
1992,MTL,1,1,0.35,0.5125,93,326,280,1556,266,74,1470,0,3,200,1,20,1
1990,NJD,2,1,0.425,0.4625,83,272,264,1659,266,59,1484,1,3,285,1,20,1
2007,PIT,2,1,0.292682927,0.573170732,105,247,216,1249,256,91,1142,0,3,236,1,20,1
2011,PHO,3,1,0.317073171,0.524390244,99,216,204,863,226,46,847,1,3,217,1,20,1
1985,EDM,1,1,0.25,0.6125,109,426,310,1567,401,75,1553,0,2,295,1,20,1
1986,PHI,1,1,0.2875,0.6625,110,310,245,2025,335,91,1993,0,3,237,1,20,1
1995,CAL,1,1,0.354166667,0.5,55,241,240,1249,156,34,1214,0,2,128,1,20,1
2000,LAK,2,1,0.329268293,0.475609756,94,252,228,1313,245,60,1307,0,5,218,1,20,1
2006,MTL,3,1,0.37804878,0.512195122,93,245,256,1336,229,87,1248,0,3,239,1,20,0
1996,FLO,3,1,0.37804878,0.5,92,221,201,1494,252,79,1457,0,2,230,1,20,1
1988,CAL,1,1,0.2875,0.6,105,354,226,2431,397,109,2409,0,2,304,1,21,1
1998,LAK,2,1,0.402439024,0.463414634,87,189,222,1763,227,52,1741,1,4,221,1,21,0
2010,DET,2,1,0.292682927,0.536585366,102,261,241,723,219,59,609,0,4,204,1,21,1
2003,BOS,3,1,0.37804878,0.43902439,87,209,188,1370,230,57,1250,0,2,234,1,21,1
2009,CBS,4,1,0.37804878,0.5,92,216,259,1227,209,40,1103,1,2,214,1,21,0
1980,PHI,1,1,0.15,0.6,116,313,249,1844,326,44,1818,0,3,251,1,21,1
1981,NYI,1,1,0.225,0.6,110,385,250,1442,352,91,1369,0,2,254,1,21,1
1982,NYI,1,1,0.2,0.675,118,302,226,1328,385,80,1326,0,2,247,1,21,1
1983,BOS,1,1,0.25,0.625,110,336,261,1202,314,65,1146,0,3,224,1,21,1
1987,EDM,1,1,0.3,0.625,106,363,288,1721,366,70,1664,0,4,281,1,21,1
1997,BUF,1,1,0.365853659,0.487804878,92,211,187,1840,234,42,1815,0,2,202,1,21,1
2008,WAS,1,1,0.37804878,0.524390244,94,272,245,975,238,65,953,0,4,220,2,21,1
1994,BOS,2,1,0.345238095,0.5,97,150,127,1442,276,80,1365,1,3,250,1,21,1
1993,MTL,3,1,0.357142857,0.571428571,102,283,248,1788,326,79,1780,0,5,274,1,21,1
1999,BOS,3,1,0.365853659,0.475609756,91,210,248,1182,213,65,1051,0,3,176,1,21,0
2001,PIT,3,1,0.341463415,0.512195122,96,198,249,1585,264,72,1473,1,2,249,1,21,0
1984,EDM,1,1,0.225,0.7125,119,401,298,1577,445,81,1557,0,5,310,1,21,1
1990,BOS,1,1,0.3125,0.575,101,299,264,1458,281,83,1321,1,4,230,1,21,1
1992,VAN,1,1,0.325,0.525,96,346,278,2075,284,85,2025,0,2,249,1,21,1
1985,PHI,1,1,0.25,0.6625,113,335,241,1540,332,64,1517,0,4,238,1,21,1
1986,EDM,1,1,0.2125,0.7,119,372,284,1928,425,78,1895,0,2,307,1,21,1
2000,OTT,2,1,0.341463415,0.5,95,274,205,850,244,52,836,0,3,207,1,21,1
2006,NYR,3,1,0.317073171,0.536585366,100,242,216,1194,250,83,1172,0,3,207,1,21,1
2002,CHI,3,1,0.329268293,0.5,96,207,226,1234,215,54,1042,0,4,202,1,21,0
2009,VAN,1,1,0.329268293,0.548780488,100,272,222,1351,233,61,1287,0,3,206,1,22,1
1998,PHI,2,1,0.353658537,0.512195122,95,231,196,1766,238,71,1668,0,3,191,1,22,1
2003,EDM,4,1,0.317073171,0.43902439,92,221,208,1203,230,56,1172,0,4,223,1,22,0
2010,MTL,4,1,0.402439024,0.475609756,88,216,209,936,193,47,853,0,2,214,1,22,1
1993,DET,2,1,0.333333333,0.55952381,103,356,275,1832,363,109,1812,0,5,274,1,22,1
1999,PHI,2,1,0.317073171,0.451219512,93,237,179,1075,227,62,924,1,2,192,1,22,1
2001,BUF,2,1,0.365853659,0.56097561,98,213,200,1249,211,60,1231,0,3,181,1,22,0
2008,EDM,4,0,0.426829268,0.5,88,234,248,1175,216,57,1088,1,3,237,1,22,0
1992,DET,1,1,0.3125,0.5375,98,369,280,2078,319,72,2012,1,2,253,1,22,1
1991,CHI,1,1,0.2875,0.6125,106,257,236,2412,284,87,2392,1,4,208,1,22,1
2011,TOR,4,0,0.414634146,0.451219512,85,231,264,985,211,52,931,1,4,236,2,22,0
1995,PHI,1,1,0.333333333,0.583333333,60,282,208,741,150,40,722,0,3,130,1,22,1
2000,NJD,2,1,0.292682927,0.548780488,103,295,195,1313,251,55,1291,0,3,198,1,22,1
2002,NYI,2,1,0.341463415,0.512195122,96,224,231,1255,239,59,1215,1,3,211,1,22,1
2006,PHI,2,1,0.317073171,0.548780488,101,214,303,1201,248,72,1012,1,5,246,1,22,0
1996,NYR,2,1,0.329268293,0.5,96,258,231,1849,272,85,1833,0,2,231,1,22,1
1998,PIT,1,1,0.292682927,0.487804878,98,242,225,1225,227,66,1190,0,3,176,1,23,1
2010,BUF,1,1,0.329268293,0.548780488,100,245,229,918,231,55,902,0,3,194,1,23,1
2003,VAN,2,1,0.280487805,0.548780488,104,235,194,1178,255,87,1102,0,3,201,1,23,1
2009,CAL,2,1,0.365853659,0.56097561,98,204,210,1299,248,61,1185,0,3,240,1,23,0
1994,DET,1,1,0.357142857,0.547619048,100,180,117,1775,356,85,1743,0,2,268,1,23,1
2008,MIN,1,1,0.341463415,0.536585366,98,219,200,1098,203,61,928,1,2,208,1,23,0
1993,NYI,3,1,0.44047619,0.476190476,87,282,264,1701,315,89,1626,1,3,286,1,23,1
1999,CHI,3,0,0.5,0.353658537,70,242,245,1807,202,50,1698,1,3,237,1,23,0
2007,NAS,2,1,0.280487805,0.62195122,110,230,229,1179,264,71,1134,0,3,199,1,23,1
2011,PIT,2,1,0.304878049,0.597560976,106,282,221,1388,225,49,1205,1,3,190,1,23,1
2000,VAN,3,0,0.353658537,0.365853659,83,239,238,1047,221,49,987,0,3,229,1,23,1
1996,PIT,1,1,0.353658537,0.597560976,102,285,280,1623,357,108,1585,1,4,275,1,23,1
2009,WAS,1,1,0.292682927,0.609756098,108,318,233,1041,235,77,921,0,3,234,1,24,1
1998,STL,3,1,0.353658537,0.548780488,98,237,209,1414,256,62,1400,0,5,198,1,24,1
2010,CHI,1,1,0.268292683,0.634146341,112,258,225,924,262,52,899,0,2,199,1,24,1
1994,PIT,1,1,0.321428571,0.523809524,101,181,158,1624,292,75,1547,0,4,283,1,24,1
1997,NJD,1,1,0.280487805,0.548780488,104,225,166,1135,231,40,1131,1,4,176,1,24,1
1999,TOR,2,1,0.365853659,0.548780488,97,246,222,1095,265,53,1075,0,2,225,1,24,1
2008,NJD,2,1,0.353658537,0.56097561,99,244,209,974,185,50,846,1,3,185,1,24,1
1993,CHI,1,1,0.297619048,0.55952381,106,254,240,2394,279,94,2356,0,3,226,1,24,1
1992,NYR,1,1,0.3125,0.625,105,304,308,1805,321,81,1789,1,3,239,1,24,0
2007,CAL,3,1,0.353658537,0.524390244,96,229,227,1204,238,71,1090,0,4,213,1,24,1
2000,TOR,1,1,0.329268293,0.548780488,100,232,207,1103,244,57,1062,0,2,217,1,24,1
1995,PIT,2,1,0.333333333,0.604166667,61,362,284,1036,181,42,1012,0,2,156,1,24,1
2002,TOR,2,1,0.304878049,0.524390244,100,236,208,1212,249,54,1188,0,3,202,1,24,1
2006,BUF,2,1,0.292682927,0.634146341,110,308,242,1164,276,101,1140,0,3,229,1,24,1
2009,BOS,1,1,0.231707317,0.646341463,116,206,200,1028,264,72,998,0,2,185,1,25,1
1998,DET,2,1,0.280487805,0.536585366,103,245,202,1346,248,67,1262,0,4,190,1,25,1
1993,BOS,1,1,0.30952381,0.607142857,109,289,252,1552,332,91,1536,0,3,264,1,25,1
1997,DAL,1,1,0.317073171,0.585365854,104,242,167,1325,251,46,1227,0,3,195,1,25,1
1999,COL,1,1,0.341463415,0.536585366,98,233,201,1619,238,71,1452,0,3,200,1,25,1
1994,NJD,2,1,0.297619048,0.55952381,106,136,121,1734,306,61,1718,0,2,217,1,25,1
2008,CAL,3,1,0.365853659,0.512195122,94,254,248,1342,221,59,1244,1,2,219,1,25,1
2007,VAN,1,1,0.317073171,0.597560976,105,213,215,1206,201,67,1052,0,3,192,1,25,0
2000,DAL,1,1,0.280487805,0.524390244,102,241,187,1029,198,54,880,0,2,175,1,25,1
2002,CAR,1,1,0.317073171,0.426829268,91,171,240,1022,217,63,1004,0,3,212,1,25,0
1996,COL,1,1,0.304878049,0.573170732,104,277,205,1536,319,86,1492,0,3,234,1,25,1
1998,NJD,1,1,0.280487805,0.585365854,107,248,196,1488,225,63,1480,0,2,162,2,26,1
2010,WAS,1,1,0.182926829,0.658536585,121,224,197,940,305,78,878,1,3,226,1,26,1
1993,PIT,1,1,0.25,0.666666667,119,299,285,1776,367,105,1702,0,4,264,1,26,1
1994,NYR,1,1,0.285714286,0.619047619,112,139,134,1688,298,96,1659,0,2,228,1,26,1
1997,COL,1,1,0.292682927,0.597560976,107,231,205,1361,277,83,1337,1,2,199,1,26,1
1999,OTT,1,1,0.280487805,0.536585366,103,244,210,892,237,59,852,0,5,176,1,26,1
2001,DAL,1,1,0.292682927,0.585365854,106,215,213,1041,241,72,1013,1,2,184,1,26,0
1995,DET,1,1,0.229166667,0.6875,70,325,181,932,177,52,904,0,3,117,1,26,1
2000,WAS,1,1,0.292682927,0.536585366,102,233,211,994,224,42,950,0,3,191,1,26,1
2006,CAL,1,1,0.304878049,0.56097561,103,258,226,1482,215,87,1389,1,2,188,1,26,1
2002,DAL,4,0,0.341463415,0.43902439,90,245,169,959,205,57,856,0,3,206,1,26,1
1996,DET,1,1,0.158536585,0.756097561,131,253,197,1551,325,97,1533,0,3,179,1,26,1
2009,CAR,2,1,0.365853659,0.548780488,97,230,256,802,227,69,700,0,4,210,1,27,0
1999,NJD,1,1,0.292682927,0.573170732,105,251,203,1355,246,60,1246,1,2,192,1,27,1
2001,PHI,2,1,0.304878049,0.524390244,100,234,192,1183,232,53,1139,1,3,198,1,27,1
2007,DET,1,1,0.231707317,0.609756098,113,257,184,982,248,68,877,0,3,187,1,27,1
2011,TBL,2,1,0.304878049,0.56097561,103,235,281,905,240,69,788,1,4,227,1,27,0
2002,SJS,1,1,0.329268293,0.536585366,99,214,239,1249,242,56,1180,1,3,192,1,27,0
2006,DAL,1,1,0.280487805,0.646341463,112,226,197,1496,249,88,1462,0,2,214,1,27,1
2010,SJS,1,1,0.243902439,0.62195122,113,248,213,1155,246,61,1077,0,3,205,1,28,1
2009,CHI,2,1,0.292682927,0.56097561,104,271,209,1157,260,70,1129,0,3,203,1,28,1
2001,NJD,1,1,0.231707317,0.585365854,111,205,187,1235,295,71,1211,1,4,193,1,28,1
2000,PHI,1,1,0.268292683,0.548780488,105,240,207,1233,232,69,1149,0,3,173,1,28,1
2002,COL,1,1,0.341463415,0.548780488,99,251,194,1007,210,62,995,0,2,159,1,28,1
2006,OTT,1,1,0.256097561,0.634146341,113,288,222,1462,306,101,1392,0,2,204,1,28,1
2003,OTT,1,1,0.256097561,0.634146341,113,262,189,1135,259,81,1098,1,3,181,1,29,1
2011,VAN,1,1,0.231707317,0.658536585,117,249,198,943,245,71,880,1,2,177,1,29,1
2007,OTT,2,1,0.304878049,0.585365854,105,261,247,1173,286,72,1154,1,3,212,1,29,1
2002,BOS,1,1,0.292682927,0.524390244,101,245,237,1454,236,39,1407,1,5,196,1,29,1
2000,DET,2,1,0.268292683,0.585365854,108,253,202,1014,277,69,974,0,2,207,1,29,1
2003,STL,2,1,0.292682927,0.5,99,191,198,1618,247,79,1560,0,3,215,1,30,1
2009,PIT,2,1,0.341463415,0.548780488,99,257,237,1114,255,62,1080,0,4,225,1,30,1
2008,DET,1,1,0.256097561,0.658536585,115,295,244,937,246,81,864,0,3,175,1,30,1
2011,ANA,2,1,0.365853659,0.573170732,99,204,231,1178,230,66,1085,1,4,225,1,30,0
2000,STL,1,1,0.231707317,0.62195122,114,249,195,1139,243,61,931,0,2,162,1,30,1
2006,NJD,1,1,0.329268293,0.56097561,101,216,201,948,208,64,736,1,2,222,1,30,1
1999,ANA,3,1,0.414634146,0.426829268,83,217,227,1323,200,76,1267,0,2,202,0,60,0
1998,BOS,2,1,0.365853659,0.475609756,91,214,181,1117,221,62,1105,0,2,186,0,60,1
1985,BOS,4,1,0.425,0.45,82,311,288,1825,290,69,1645,0,5,284,0,60,1
1976,BUF,2,1,0.2625,0.575,105,301,220,943,339,73,878,1,4,238,0,60,1
1993,BUF,4,1,0.428571429,0.452380952,86,282,218,1873,331,95,1835,0,2,292,0,60,1
2007,BUF,1,1,0.268292683,0.646341463,113,255,242,1200,298,71,1182,0,2,235,0,60,0
1989,CAL,1,1,0.2125,0.675,117,348,265,2444,316,96,2374,1,3,225,0,60,1
2010,CAL,3,0,0.390243902,0.487804878,90,250,237,1143,200,43,1127,0,2,198,0,60,0
1976,CAL,3,1,0.4125,0.4375,82,264,265,928,221,43,820,0,2,235,0,60,1
1978,CAL,3,1,0.3375,0.425,87,327,280,984,274,43,964,1,3,251,0,60,1
1982,CAL,3,1,0.425,0.3625,75,321,317,1331,299,72,1151,0,4,342,0,60,1
1974,CAL,4,1,0.435897436,0.384615385,74,243,233,841,212,44,798,0,2,235,0,60,0
1975,CAL,4,0,0.3875,0.425,83,262,237,915,232,54,893,0,2,225,0,60,1
1973,CAL,7,0,0.487179487,0.320512821,65,214,238,852,190,38,782,0,2,238,0,60,1
1977,CAL,3,1,0.425,0.425,80,274,252,889,259,42,813,0,3,263,0,60,1
1979,CAL,4,1,0.3875,0.5125,90,282,269,1158,323,54,1148,0,4,277,0,60,1
1988,CAR,4,1,0.475,0.4375,77,299,290,2046,249,84,2009,1,3,263,0,60,1
1989,CAR,4,1,0.475,0.4625,79,275,268,1672,278,86,1566,0,3,285,0,60,1
1987,CAR,1,1,0.375,0.5375,93,249,267,1496,287,73,1480,1,4,265,0,60,1
1980,CAR,4,1,0.425,0.3375,73,292,372,875,263,37,690,1,3,309,0,60,0
1981,CAR,4,0,0.5125,0.2625,60,264,351,1584,266,54,1491,0,3,366,0,60,0
1982,CAR,5,0,0.5125,0.2625,60,261,403,1493,251,68,1240,1,2,345,0,60,0
1983,CAR,5,0,0.675,0.2375,45,288,320,1392,219,46,1168,0,3,400,0,60,0
1993,CAR,5,0,0.619047619,0.30952381,58,227,288,2354,283,78,2215,0,5,361,0,60,0
1994,CAR,6,0,0.571428571,0.321428571,63,127,141,1809,214,58,1679,0,2,274,0,60,0
1990,CAR,4,1,0.4125,0.475,85,238,276,2102,274,80,2034,1,4,261,0,60,1
1991,CAR,4,1,0.475,0.3875,73,247,283,2209,238,73,2150,1,3,272,0,60,1
1992,CAR,4,1,0.5125,0.325,65,284,369,1793,242,72,1677,0,5,278,0,60,0
1984,CAR,5,0,0.525,0.35,66,268,318,1184,277,78,1112,0,4,315,0,60,0
2006,CAR,1,1,0.268292683,0.634146341,112,241,253,1125,286,95,1107,0,2,253,0,60,0
2000,CAR,3,0,0.426829268,0.451219512,84,212,225,799,217,58,795,0,2,207,0,60,1
1986,CAR,4,1,0.45,0.5,84,287,270,1759,331,83,1714,0,2,297,0,60,1
1985,CAR,5,0,0.5125,0.375,69,332,302,1606,254,72,1514,0,2,317,0,60,1
1995,CAR,5,0,0.5,0.395833333,43,237,259,915,124,30,913,1,3,134,0,60,0
1996,CAR,4,0,0.475609756,0.414634146,77,226,256,1844,234,66,1818,0,3,253,0,60,0
2011,CBS,5,0,0.426829268,0.414634146,81,202,262,1113,204,40,1038,1,4,243,0,60,0
1996,CHI,2,1,0.341463415,0.487804878,94,223,210,1880,273,63,1858,0,4,215,0,60,1
1970,CLE,4,0,0.526315789,0.289473684,57,199,320,1010,0,0,0,0,3,243,0,60,0
1971,CLE,7,0,0.679487179,0.256410256,45,216,288,937,167,34,827,1,3,316,0,60,0
1975,CLE,4,0,0.6,0.2375,51,250,278,1101,175,46,918,0,2,310,0,60,0
1973,CLE,8,0,0.58974359,0.205128205,48,195,342,840,213,41,840,1,4,322,0,60,0
1974,CLE,8,0,0.705128205,0.166666667,36,212,316,651,186,30,505,1,2,339,0,60,0
1977,CLE,4,0,0.525,0.3125,63,230,325,1011,209,51,897,1,2,290,0,60,0
1972,CLE,6,0,0.5,0.269230769,60,213,323,1007,155,27,845,0,2,283,0,60,0
2003,COL,1,1,0.231707317,0.512195122,105,236,198,1084,247,68,943,0,3,187,0,60,1
2001,COL,1,1,0.195121951,0.634146341,118,212,169,1138,262,78,1051,1,2,184,0,60,1
2008,COL,2,1,0.37804878,0.536585366,95,199,257,995,216,49,879,1,2,205,0,60,0
1983,COL,4,1,0.425,0.425,80,360,278,1648,306,54,1507,0,4,332,0,60,1
1980,COL,5,0,0.55,0.3125,61,314,318,1062,220,61,846,0,4,305,0,60,1
1998,DAL,1,1,0.268292683,0.597560976,109,236,168,1301,241,77,1255,0,3,163,0,60,1
2003,DAL,1,1,0.207317073,0.56097561,111,194,175,1166,227,53,1100,0,3,166,0,60,1
1971,DAL,4,1,0.435897436,0.358974359,72,212,191,898,191,38,883,0,3,223,0,60,1
1999,DAL,1,1,0.231707317,0.62195122,114,211,184,1108,233,74,953,0,2,167,0,60,1
1973,DAL,3,1,0.384615385,0.474358974,85,235,275,881,250,37,868,0,3,229,0,60,0
2008,DAL,3,1,0.365853659,0.548780488,97,230,257,1178,223,63,1096,1,4,195,0,60,0
2007,DAL,3,1,0.304878049,0.609756098,107,242,207,1133,206,78,904,0,4,185,0,60,1
1992,DAL,4,1,0.525,0.4,70,272,293,2169,246,76,2140,0,2,269,0,60,0
1985,DAL,4,1,0.5375,0.3125,62,327,305,1735,262,69,1673,0,4,316,0,60,1
2003,DET,1,1,0.243902439,0.585365854,110,255,189,1214,267,75,1126,1,4,199,0,60,1
2009,DET,1,1,0.256097561,0.62195122,112,229,216,824,287,90,778,0,2,235,0,60,1
1999,DET,1,1,0.390243902,0.524390244,93,278,210,1202,241,67,1065,0,3,197,0,60,1
2001,DET,1,1,0.243902439,0.597560976,111,251,187,1082,242,83,1036,1,2,200,0,60,1
1997,DET,2,1,0.317073171,0.463414634,94,250,196,1582,248,66,1414,0,3,193,0,60,1
1981,DET,5,0,0.5375,0.2375,56,270,351,1687,240,58,1447,1,5,334,0,60,0
2011,DET,1,1,0.304878049,0.573170732,104,248,203,754,240,66,654,1,3,231,0,60,1
1972,DET,5,0,0.448717949,0.423076923,76,265,243,850,254,55,823,1,3,257,0,60,0
2002,DET,1,1,0.207317073,0.62195122,116,269,203,1053,248,72,1015,0,2,185,0,60,1
2006,DET,1,1,0.195121951,0.707317073,124,254,199,1117,283,98,1024,0,3,201,0,60,1
2006,EDM,3,1,0.341463415,0.5,95,195,248,1204,240,87,1112,0,2,237,0,60,0
1998,FLO,6,0,0.524390244,0.292682927,63,210,228,1676,203,55,1656,0,2,251,0,60,0
2008,FLO,3,0,0.426829268,0.463414634,85,234,231,1026,202,57,908,0,2,215,0,60,0
2000,FLO,2,1,0.329268293,0.524390244,98,200,246,1329,233,53,1289,1,2,205,0,60,0
1989,LAK,2,1,0.3875,0.525,91,338,337,2215,367,82,2101,0,4,324,0,60,1
1971,LAK,5,0,0.512820513,0.320512821,63,206,305,775,221,37,714,1,4,299,0,60,0
1976,LAK,2,1,0.4125,0.475,85,271,241,1022,250,59,976,1,3,263,0,60,1
1974,LAK,3,1,0.423076923,0.423076923,78,269,185,1055,233,43,1053,0,2,225,0,60,1
1978,LAK,3,1,0.425,0.3875,77,292,286,903,220,49,807,0,2,240,0,60,1
1993,LAK,3,1,0.416666667,0.464285714,88,294,322,2247,338,102,2171,0,4,334,0,60,0
1982,LAK,4,1,0.5125,0.3,63,308,365,1730,305,73,1695,0,5,361,0,60,0
1983,LAK,5,0,0.5125,0.3375,66,309,376,1367,282,81,1208,1,5,360,0,60,0
1999,LAK,5,0,0.548780488,0.390243902,69,245,228,1383,177,43,1182,0,3,212,0,60,1
1973,LAK,6,0,0.461538462,0.397435897,73,233,231,888,204,51,824,0,2,242,0,60,1
1991,LAK,1,1,0.3,0.575,102,287,296,2228,340,80,2195,1,4,249,0,60,1
1977,LAK,2,1,0.3875,0.425,83,243,245,1186,249,65,1126,1,2,239,0,60,1
1992,LAK,2,1,0.3875,0.4375,84,338,340,2161,274,79,1839,0,4,289,0,60,1
2011,LAK,4,1,0.365853659,0.56097561,98,194,179,962,208,47,936,1,2,191,0,60,1
1972,LAK,7,0,0.628205128,0.256410256,49,232,245,719,182,34,599,0,2,303,0,60,0
1996,LAK,6,0,0.487804878,0.292682927,66,214,268,1460,246,69,1370,0,4,297,0,60,0
2008,MTL,1,1,0.304878049,0.573170732,104,249,247,1090,249,89,1052,1,3,210,0,60,1
1999,MTL,5,0,0.475609756,0.390243902,75,196,194,1299,183,50,1276,0,2,206,0,60,0
1979,MTL,1,1,0.2125,0.65,115,328,240,803,311,62,781,1,3,202,0,60,1
2011,NAS,2,1,0.329268293,0.536585366,99,237,210,720,203,40,654,1,2,186,0,60,1
2006,NAS,2,1,0.304878049,0.597560976,106,272,212,1533,238,94,1388,0,3,223,0,60,1
2010,NJD,1,1,0.329268293,0.585365854,103,174,209,859,204,50,696,1,3,184,0,60,0
1978,NJD,2,1,0.5,0.2375,59,210,331,818,219,57,671,1,3,300,0,60,0
1981,NJD,5,0,0.5625,0.275,57,241,362,1418,247,76,1251,1,4,337,0,60,0
1980,NJD,6,0,0.6,0.2375,51,258,344,1020,213,50,928,0,5,304,0,60,0
2007,NJD,1,1,0.292682927,0.597560976,107,206,197,830,203,65,791,0,2,187,0,60,1
1977,NJD,5,0,0.575,0.25,54,257,305,978,204,41,862,0,4,303,0,60,1
2002,NJD,3,1,0.341463415,0.5,95,216,166,1010,194,43,958,0,2,179,0,60,1
1979,NJD,4,0,0.6625,0.1875,42,234,308,838,204,59,635,1,4,322,0,60,0
2001,NYI,5,0,0.62195122,0.256097561,52,239,220,1339,176,46,1226,0,2,257,0,60,1
2007,NYI,4,1,0.365853659,0.487804878,92,194,243,1062,222,58,986,0,3,230,0,60,0
1988,NYR,5,0,0.425,0.45,82,310,307,1775,294,109,1714,1,3,278,0,60,1
1978,NYR,4,1,0.4625,0.375,73,316,292,1057,272,76,967,0,3,273,0,60,1
1995,NYR,4,1,0.479166667,0.458333333,47,272,237,781,123,37,718,0,3,132,0,60,1
2000,NYR,4,0,0.463414634,0.353658537,73,250,290,916,218,55,910,0,6,239,0,60,0
2002,NYR,4,0,0.463414634,0.43902439,80,210,231,1753,227,48,1737,0,4,252,0,60,0
2010,OTT,2,1,0.390243902,0.536585366,94,192,250,1141,213,49,1055,1,6,226,0,60,0
